ci_course_no,ci_course_name,ci_teacher_name,ci_teacher_group,ci_class_name,ci_student_number,ci_class_att,ci_class_sign,ci_class_dep,ci_class_stat,ci_exam_type,ci_union_no,ci_original_remark,ci_appoint,ci_remark
Z5820B0311,环境管理,胡春华,,环境科学与工程181班,29,必修,1,环化学院,0,笔试考试,,,0,
Z5820X0305,环境毒理学,王毛兰,,环境科学与工程181班,29,选修,1,环化学院,0,笔试考试,,,0,
Z5820B0103,大气污染控制工程,黄虹,,环境科学与工程181班,29,必修,1,环化学院,0,笔试考试,,,0,
Z5820B0101,水污染控制工程,卢龙,,环境科学与工程181班,29,必修,1,环化学院,0,笔试考试,,,0,
Z5820B0215,环工制图,万兴,,"环境工程182班,环境科学与工程181班",56,选修,1,环化学院,0,笔试考试,,,0,
Z5820X0349,"生态工程	",郑博福,,环境科学与工程181班,0,选修,1,环化学院,0,笔试考试,,,0,
Z5820B0308,消防工程,赵伟涛,,安全工程181班,25,必修,1,环化学院,0,笔试考试,,,0,
Z5820B0208,电气安全,李建龙,,安全工程181班,25,必修,1,环化学院,0,笔试考试,,,0,
Z5820X0202,职业卫生学,刘小真,,安全工程181班,25,必修,1,环化学院,0,笔试考试,,,0,
Z5820B0226,安全法律法规,刘志刚,,安全工程181班,25,必修,1,环化学院,0,笔试考试,,,0,
Z5830X0311,"环境工程概论	",李建龙,,安全工程181班,25,选修,1,环化学院,0,笔试考试,,,0,
Z582KX0335,建筑施工安全,黄庭,,安全工程181班,26,选修,1,环化学院,0,笔试考试,,,0,
Z5820X0203,安全经济学,刘志刚,,安全工程181班,25,选修,1,环化学院,0,笔试考试,,,0,
Z5820X0204,化工安全技术,刘小真,,安全工程181班,25,选修,1,环化学院,0,笔试考试,,,0,
Z5820X0214,灾害学,黄庭,,安全工程181班,26,选修,1,环化学院,0,笔试考试,,,0,
Z582KB0124,毕业设计,邵莉:邹友琴,,环境工程（卓越计划班）171班,9,必修,1,环化学院,0,笔试考试,,,0,
J7610N2010,物理化学(Ⅴ)下,丁顺民,,制药工程192班,33,必修,1,化学学院,0,笔试考试,,,0,
J7610N2010,物理化学(Ⅴ)下,张泽,,制药工程191班,32,必修,1,化学学院,0,笔试考试,,,0,
Z5810X0116,化工设备机械基础,邓腾,,制药工程191班,35,选修,1,环化学院,0,笔试考试,,,0,
Z5830X0206,波谱解析,余平,,制药工程192班,33,选修,1,环化学院,0,笔试考试,,,0,
Z5830X0206,波谱解析,陈金龙:杨维冉,,制药工程191班,34,选修,1,环化学院,0,笔试考试,,,0,
Z81A0Y0006,人体解剖生理学,,,制药工程192班,0,选修,1,医学院,0,笔试考试,,,0,
Z81A0Y0006,人体解剖生理学,,,制药工程191班,0,选修,1,医学院,0,笔试考试,,,0,
T7210P0002,马克思主义基本原理,杨汇智,,"制药工程[191-2]班,化学工程与工艺[191-2]班",128,必修,1,马克思主义学院,0,笔试考试,,,0,
J763SN0015,物理化学实验（Ⅲ）,方修忠:沈家庭:王学文,,制药工程[191-2]班,64,必修,1,化学学院,0,课程设计,,,0,
J5830N1001,化工原理（Ⅰ）,钟卓尔,,制药工程[191-2]班,75,必修,1,环化学院,0,笔试考试,,,0,
Z583KB0212,毕业实习,范杰平:蒋以号:郑晶,,制药工程[171-2]班,66,必修,1,环化学院,0,笔试考试,,,0,
Z583KB0110,毕业实习,杜军:罗明辉:王珺,,化学工程与工艺[171-2]班,54,必修,1,环化学院,0,笔试考试,,,0,
Z581KB0112,毕业实习,邓腾:涂文锋:谢晓闻,,过程装备与控制工程（卓越计划）171班,20,必修,1,环化学院,0,笔试考试,,,0,
Z581KB0112,毕业实习,邓腾:胡兆吉:涂文锋:谢晓闻,,过程装备与控制工程[171-2]班,29,必修,1,环化学院,0,笔试考试,,,0,
720GS006,形势与政策（2）,王淑军:杨慧,,化工与制药类[201-4]班,129,必修,1,马克思主义学院,0,课程论文（报告）,,,0,
101CL001,大学生职业发展与就业指导,胡慷,,"化工与制药类201班,化工与制药类[201-4]班",98,必修,1,公共课排课,0,笔试考试,,,0,
104GT002,军事理论,徐水根,,化工与制药类[201-4]班,129,必修,1,公共课排课,0,笔试考试,,,0,
720GS001,思想道德修养与法律基础,陈志兴,,化工与制药类[201-4]班,131,必修,1,马克思主义学院,0,笔试考试,,,0,
610GJ002,Python程序设计,柴凌,,化工与制药类[201-4]班,129,选修,1,信工学院,0,笔试考试,,,0,
Z584SB4001,微生物与生物化学基础实验,黎俊,,资源循环科学与工程191班,27,必修,1,环化学院,0,课程设计,,,0,
Z5840B4001,资源循环科学与工程概论,李昆,,资源循环科学与工程191班,27,必修,1,环化学院,0,笔试考试,,,0,
J7610N2010,物理化学(Ⅴ)下,齐海霞,,资源循环科学与工程191班,27,必修,1,化学学院,0,笔试考试,,,0,
Z5840X7004,清洁生产,黄珊,,资源循环科学与工程191班,27,选修,1,环化学院,0,笔试考试,,,0,
Z5840B4004,环境化学,陈建新,,资源循环科学与工程191班,27,必修,1,环化学院,0,笔试考试,,,0,
J763SN0015,物理化学实验（Ⅲ）,齐海霞,,资源循环科学与工程191班,27,必修,1,化学学院,0,课程设计,,,0,
Z5840B4002,微生物与生物化学基础,黎俊,,资源循环科学与工程191班,27,必修,1,环化学院,0,笔试考试,,,0,
J5830N1001,化工原理（Ⅰ）,王珺,,资源循环科学与工程191班,28,必修,1,环化学院,0,笔试考试,,,0,
Z5830X0121,绿色化工,戴贵平:王珺,,化学工程与工艺[181-2]班,61,选修,1,环化学院,0,笔试考试,,,0,
Z5830B0111,化工过程分析与合成,罗明辉,,化学工程与工艺[181-2]班,61,必修,1,环化学院,0,笔试考试,,,0,
Z5830B0116,化工安全与环保,章亚芳,,化学工程与工艺182班,30,必修,1,环化学院,0,笔试考试,,,0,
Z5830B0116,化工安全与环保,张文龙,,化学工程与工艺181班,31,必修,1,环化学院,0,笔试考试,,,0,
Z5830X0103,工业催化,王敏炜,,化学工程与工艺181班,31,选修,1,环化学院,0,笔试考试,,,0,
Z5830B0102,化学反应工程,罗美,,化学工程与工艺182班,30,必修,1,环化学院,0,笔试考试,,,0,
Z5830B0102,化学反应工程,邓强,,化学工程与工艺181班,32,必修,1,环化学院,0,笔试考试,,,0,
Z5830B0103,化工工艺过程,杜军,,化学工程与工艺182班,30,必修,1,环化学院,0,笔试考试,,,0,
Z5830B0103,化工工艺过程,刘晓红,,化学工程与工艺181班,31,必修,1,环化学院,0,笔试考试,,,0,
Z583KB0109,生产实习,蔡建信:邓强:姚昌广,,化学工程与工艺[181-2]班,61,必修,1,环化学院,0,笔试考试,,,0,
Z5830B0104,分离工程,王榕,,化学工程与工艺182班,30,必修,1,环化学院,0,笔试考试,,,0,
Z5830B0104,分离工程,张文龙,,化学工程与工艺181班,32,必修,1,环化学院,0,笔试考试,,,0,
Z5810B0117,"化工仪表及自动化	",王先平,,化学工程与工艺[191-2]班,65,必修,1,环化学院,0,笔试考试,,,0,
J5510N0007,概率论与数理统计（Ⅰ）,霍海叶,,"制药工程[191-2]班,化学工程与工艺[191-2]班",124,必修,1,理学院,0,笔试考试,,,0,
J7610N2010,物理化学(Ⅴ)下,周美华,,化学工程与工艺191班,36,必修,1,化学学院,0,笔试考试,,,0,
J7610N2010,物理化学(Ⅴ)下,周美华,,化学工程与工艺192班,29,必修,1,化学学院,0,笔试考试,,,0,
Z5830X0123,生物化学与工程,余勃,,化学工程与工艺192班,29,选修,1,环化学院,0,笔试考试,,,0,
J5830N2002,化工原理（Ⅰ）（上）,邓燕芳,,化学工程与工艺[191-2]班,65,必修,1,环化学院,0,笔试考试,,,0,
J763SN0015,物理化学实验（Ⅲ）,李茂康:余启名:周美华,,化学工程与工艺[191-2]班,60,必修,1,化学学院,0,课程设计,,,0,
Z5810B0113,化工设备机械基础,邓腾,,化学工程与工艺[191-2]班,67,必修,1,环化学院,0,笔试考试,,,0,
Z5810X0117,流体力学基础,孙属恺,,过程装备与控制工程181班,38,选修,1,环化学院,0,笔试考试,,,0,
Z5810X0119,传热学基础,孙属恺,,过程装备与控制工程181班,37,选修,1,环化学院,0,笔试考试,,,0,
Z5810X0130,过程可编程控制器,何银水,,过程装备与控制工程181班,37,选修,1,环化学院,0,笔试考试,,,0,
Z5810X0126,过程设备测试技术,涂文锋,,过程装备与控制工程181班,37,选修,1,环化学院,0,笔试考试,,,0,
Z5810B0119,过程流体机械,邓腾,,过程装备与控制工程181班,38,必修,1,环化学院,0,笔试考试,,,0,
Z5810B0106,过程设备制造工艺学,谢晓闻,,过程装备与控制工程181班,37,必修,1,环化学院,0,笔试考试,,,0,
Z5810X0131,工程计算方法及其应用软件,周国发,,"过程装备与控制工程181班,过程装备与控制工程（卓越计划）181班",48,选修,1,环化学院,0,笔试考试,,,0,
Z5810B0120,过程设备设计,胡兆吉:涂文锋,,过程装备与控制工程181班,39,必修,1,环化学院,0,笔试考试,,,0,
Z582KB0123,毕业实习,何宗健:彭希珑,,环境工程[171-2]班,57,必修,1,环化学院,0,笔试考试,,,0,
Z582KB0124,毕业设计,邵莉:邹友琴,,环境工程[171-2]班,57,必修,1,环化学院,0,笔试考试,,,0,
J582KN0204,安全人机工程学课程设计,游达,,安全工程191班,22,必修,1,环化学院,0,课程设计,,,0,
J582KG0311,"环境生态学课程设计	",李丹:曾慧卿,,环境科学与工程191班,26,必修,1,环化学院,0,课程设计,,,0,
J593KG0002,工程训练(Ⅱ),郭烈恩,,环境科学与工程191班,26,必修,1,机电学院,0,笔试考试,,,0,
Z583KB0008,化工原理课程设计（Ⅱ）,曹文仲,,过程装备与控制工程191班,28,必修,1,环化学院,0,笔试考试,,,0,
Z583KB0008,化工原理课程设计（Ⅱ）,曹文仲,,过程装备与控制工程192班,27,必修,1,环化学院,0,笔试考试,,,0,
Z583SB0005,化工原理实验（Ⅱ）,曹文仲,,过程装备与控制工程[191-2]班,55,必修,1,环化学院,0,笔试考试,,,0,
J604SG0001,工程力学实验（Ⅰ）,黄梦溪,,过程装备与控制工程[191-2]班,57,必修,1,建筑工程学院,0,笔试考试,,,0,
Z583SX1001,制药综合实验(1),刘燕燕,,制药工程181班,26,选修,1,环化学院,0,课程设计,,,0,
Z584KB8004,毕业实习,黄珊:黎俊:芦骞,,资源循环科学与工程171班,26,必修,1,环化学院,0,课程设计,,,0,
Z584KB8005,毕业论文（设计）,黎俊,,资源循环科学与工程171班,26,必修,1,环化学院,0,笔试考试,,,0,
Z5820B0134,环境微生物学实验,邹友琴,,环境工程191班,34,必修,1,环化学院,0,课程设计,,,0,
Z5820B0134,环境微生物学实验,弓晓峰,,环境工程192班,24,必修,1,环化学院,0,课程设计,,,0,
J593KG0002,工程训练(Ⅱ),郭烈恩,,环境工程191班,34,必修,1,机电学院,0,笔试考试,,,0,
J593KG0002,工程训练(Ⅱ),郭烈恩,,环境工程192班,24,必修,1,机电学院,0,笔试考试,,,0,
Z582KB0311,"环境管理课程设计	",胡春华,,环境科学与工程181班,29,必修,1,环化学院,0,课程设计,,,0,
Z582KB0103,大气污染控制工程课程设计,黄虹,,环境科学与工程181班,29,必修,1,环化学院,0,课程设计,,,0,
Z582KB0321,固体废物处理与处置课程设计,曾慧卿,,环境科学与工程181班,29,必修,1,环化学院,0,课程设计,,,0,
Z582KX0349,"生态工程课程设计	",郑博福,,环境科学与工程181班,0,选修,1,环化学院,0,课程设计,,,0,
Z582KB0101,水污染控制工程课程设计,卢龙,,环境科学与工程181班,29,必修,1,环化学院,0,课程设计,,,0,
Z5820B0225,消防工程课程设计,赵伟涛,,安全工程181班,25,必修,1,环化学院,0,笔试考试,,,0,
J583SN1004,化工原理实验（Ⅰ）,钟卓尔,,制药工程[191-2]班,64,必修,1,环化学院,0,笔试考试,,,0,
Z583KB0216,毕业论文（设计）,陈金龙,,制药工程172班,31,必修,1,环化学院,0,笔试考试,,,0,
Z583KB0216,毕业论文（设计）,陈金龙,,制药工程171班,35,必修,1,环化学院,0,笔试考试,,,0,
Z583KB0119,毕业论文（设计）,杜军,,化学工程与工艺171班,30,必修,1,环化学院,0,笔试考试,,,0,
Z583KB0119,毕业论文（设计）,杜军,,化学工程与工艺172班,24,必修,1,环化学院,0,笔试考试,,,0,
Z581KB0305,毕业设计（论文）,邓腾:涂文锋,,过程装备与控制工程（卓越计划）171班,20,必修,1,环化学院,0,笔试考试,,,0,
Z581KB0305,毕业设计（论文）,涂文锋,,过程装备与控制工程171班,29,必修,1,环化学院,0,笔试考试,,,0,
J583SN1004,化工原理实验（Ⅰ）,王珺,,资源循环科学与工程191班,27,必修,1,环化学院,0,笔试考试,,,0,
J583SN1005,化工原理实验（Ⅰ）（上）,邓燕芳:秦伍根,,化学工程与工艺[191-2]班,60,必修,1,环化学院,0,笔试考试,,,0,
J5260A0009,舞蹈作品鉴赏,,,表演(茶艺表演方向)191班,21,必修,1,艺术学院,0,笔试考试,,,0,
510GY018,英语写作,吴丽敏,g34,"过程装备与控制工程[201-2]班,环境科学与工程类[201-5]班,工业设计201班,化工与制药类[201-4]班",35,选修,1,大学英语,0,笔试考试,20304g,0,0,
590GL005,工程制图（1）下,胡贇,,过程装备与控制工程[201-2]班,62,必修,1,机电学院,0,笔试考试,,,0,
610GJ002,Python程序设计,周兴斌,,"生物科学类[201-5]班,工业设计201班",176,选修,1,信工学院,0,笔试考试,,,0,
J523KA0008,中国书画,韩顺任,,环境设计（景观设计）192班,20,必修,1,艺术学院,0,笔试考试,,,0,
J523KA0008,中国书画,韩顺任,,环境设计（室内设计）191班,34,必修,1,艺术学院,0,笔试考试,,,0,
510GY020,职场商务英语,胡刘坤,g48,"材料类[201-7]班,生物工程[201-2]班,哲学[201-2]班,食品科学与工程类[201-6]班,高等研究院本硕实验班201班,历史学[201-2]班,中国语言文学类[201-5]班,汉语言文学（国学班）201班,档案学201班,高等研究院稀土实验班201班",41,选修,1,大学英语,0,笔试考试,50102g,0,0,
780GL007,分析化学实验（1）,王勇,,药学201班,42,必修,1,化学学院,0,操作考核,,,0,
780GL007,分析化学实验（1）,李志美:王敏,,药学202班,41,必修,1,化学学院,0,操作考核,,,0,
780GL007,分析化学实验（1）,李志美:王敏,,药学203班,39,必修,1,化学学院,0,操作考核,,,0,
780GL006,分析化学（1）,李志美:周美华,,药学204班,39,必修,1,化学学院,0,笔试考试,,,0,
780GL006,分析化学（1）,王勇,,药学201班,42,必修,1,化学学院,0,笔试考试,,,0,
780GL006,分析化学（1）,李志美:周美华,,药学202班,41,必修,1,化学学院,0,笔试考试,,,0,
780GL007,分析化学实验（1）,王敏,,化工与制药类204班,34,必修,1,化学学院,0,操作考核,,,0,
780GL007,分析化学实验（1）,徐飞高,,化工与制药类201班,32,必修,1,化学学院,0,操作考核,,,0,
780GL007,分析化学实验（1）,张立,,化工与制药类203班,32,必修,1,化学学院,0,操作考核,,,0,
780GL007,分析化学实验（1）,汪淑华,,化工与制药类202班,31,必修,1,化学学院,0,操作考核,,,0,
780GL006,分析化学（1）,徐飞高,,化工与制药类204班,34,必修,1,化学学院,0,笔试考试,,,0,
780GL006,分析化学（1）,徐飞高,,化工与制药类201班,32,必修,1,化学学院,0,笔试考试,,,0,
780GL006,分析化学（1）,张立,,化工与制药类203班,32,必修,1,化学学院,0,笔试考试,,,0,
780GL006,分析化学（1）,汪淑华,,化工与制药类202班,32,必修,1,化学学院,0,笔试考试,,,0,
J81Q0Y0019,个人发展规划（Ⅴ）,,,临床医学（中英双学位合作办学项目）[181-6]班,254,必修,1,医学院,0,笔试考试,,,0,
Z81B0B0115,临床免疫学检验技术,谭立明,,医学检验技术181班,58,必修,1,医学院,0,笔试考试,,,0,
Z8100B0050,中医学（Ⅰ）,陈莎:郭健:黄国栋:吕娅萍:毛华惠:杨香生:赵凤达:周学明:祝小波,,"临床医学（卓越班）181班,临床医学（卓越眼科实验班）181班",45,必修,1,医学院,0,笔试考试,,,0,
Z81BSB0057,临床免疫检验实验,于国芳,,医学检验技术181班,58,必修,1,医学院,0,笔试考试,,,0,
Z611KB0003,毕业实习,,,计算机科学与技术（软件技术）175班,31,必修,1,信工学院,0,笔试考试,,,0,
Z611KB0003,毕业实习,,,计算机科学与技术（可视化技术）171班,41,必修,1,信工学院,0,笔试考试,,,0,
Z611KB0003,毕业实习,,,计算机科学与技术（软件技术）173班,29,必修,1,信工学院,0,笔试考试,,,0,
Z611KB0003,毕业实习,,,计算机科学与技术（软件技术）171班,30,必修,1,信工学院,0,笔试考试,,,0,
Z611KB0003,毕业实习,,,计算机科学与技术（软件技术）174班,30,必修,1,信工学院,0,笔试考试,,,0,
Z611KB0003,毕业实习,,,计算机科学与技术（软件技术）172班,32,必修,1,信工学院,0,笔试考试,,,0,
Z611KB0004,毕业设计,,,计算机科学与技术（软件技术）175班,31,必修,1,信工学院,0,笔试考试,,,0,
Z611KB0004,毕业设计,,,计算机科学与技术（软件技术）174班,30,必修,1,信工学院,0,笔试考试,,,0,
Z611KB0004,毕业设计,,,计算机科学与技术（可视化技术）171班,41,必修,1,信工学院,0,笔试考试,,,0,
Z611KB0004,毕业设计,,,计算机科学与技术（软件技术）172班,32,必修,1,信工学院,0,笔试考试,,,0,
Z611KB0004,毕业设计,,,计算机科学与技术（软件技术）173班,29,必修,1,信工学院,0,笔试考试,,,0,
Z611KB0004,毕业设计,,,计算机科学与技术（软件技术）171班,30,必修,1,信工学院,0,笔试考试,,,0,
T5130F4001,学术英语,古中美,理工1909,计算机类191班,33,必修,1,大学英语,0,笔试考试,,19??,0,
Z6120X0085,LINUX系统,万志江,,"电子信息类[191-6]班,物联网工程[191-2]班",71,选修,1,信工学院,0,笔试考试,,,0,
Z6110B0063,"计算机组成与设计（组织与结构）	",姚启鹏,,物联网工程[191-2]班,65,必修,1,信工学院,0,笔试考试,,,0,
J6110G0004,操作系统,赖叶平:吴武飞,,物联网工程[191-2]班,52,必修,1,信工学院,0,笔试考试,,,0,
Z6110B0004,计算机网络,谢文军,,物联网工程[191-2]班,53,必修,1,信工学院,0,笔试考试,,,0,
Z6120X0032,电磁场与微波技术,文品:张超群,,物联网工程[191-2]班,68,必修,1,信工学院,0,笔试考试,,,0,
