ci_course_no,ci_course_name,ci_teacher_name,ci_teacher_group,ci_class_name,ci_student_number,ci_class_att,ci_class_sign,ci_class_dep,ci_class_stat,ci_exam_type,ci_union_no,ci_original_remark,ci_appoint,ci_remark
570ZP001,工程制图,范志平,,材料类204班,30,必修,1,材料学院,0,笔试考试,,该课程不对外专业开放,0,
570ZP001,工程制图,范志平,,材料类205班,26,必修,1,材料学院,0,笔试考试,,该课程不对外专业开放,0,
570ZP001,工程制图,王英俊,,材料类206班,30,必修,1,材料学院,0,笔试考试,,该课程不对外专业开放,0,
570ZP001,工程制图,周雪珍,,材料类201班,31,必修,1,材料学院,0,笔试考试,,该课程不对外专业开放,0,
570ZP001,工程制图,王英俊,,材料类207班,30,必修,1,材料学院,0,笔试考试,,该课程不对外专业开放,0,
Z8100B0035,口腔科学,何薇,,临床医学（中英双学位合作办学项目）[171-3]班,115,必修,1,医学院,0,笔试考试,,,0,
Z8100B0035,口腔科学,龙婷:秦子顺:王晓雪:羊晓,,临床医学（中英双学位合作办学项目）[174-6]班,122,必修,1,医学院,0,笔试考试,,,0,
Z8100B0072,精神病学,钞雪林:陈建云:李梦倩:孙茜:万爱兰,,临床医学（中英双学位合作办学项目）[171-3]班,115,必修,1,医学院,0,笔试考试,,,0,
Z8100B0072,精神病学,胡飞虎:李冠华:卢和丽:王碧漪:徐茜,,临床医学（中英双学位合作办学项目）[174-6]班,122,必修,1,医学院,0,笔试考试,,,0,
Z8100B0070,神经病学,方鑫:李小兵:刘怡:熊英琼:赵斐:周益毅,,临床医学（中英双学位合作办学项目）[171-3]班,115,必修,1,医学院,0,笔试考试,,,0,
Z8100B0070,神经病学,程峙娟:甘莉:唐震宇:涂江龙:吴伟:谢亮:殷敏,,临床医学（中英双学位合作办学项目）[174-6]班,123,必修,1,医学院,0,笔试考试,,,0,
Z8100B0073,急诊医学,曹春水:蒋蒙蒙:王昊:熊强强:叶伟,,临床医学（中英双学位合作办学项目）[171-3]班,115,必修,1,医学院,0,笔试考试,,,0,
Z8100B0073,急诊医学,曹戍:高维寅:李金:廖春耀:刘远飞:柳远飞:王义兵:吴利东,,临床医学（中英双学位合作办学项目）[174-6]班,121,必修,1,医学院,0,笔试考试,,,0,
Z8100B0054,儿科学（Ⅰ）,陈启文:陈晓:黄涛:李德元:孙梦思:孙萍:吴冬科:吴俭:武志红:袁高乐,,临床医学（中英双学位合作办学项目）[171-3]班,115,必修,1,医学院,0,笔试考试,,,0,
Z8100B0054,儿科学（Ⅰ）,曹晓春:李国林:罗景华,,临床医学（中英双学位合作办学项目）[174-6]班,121,必修,1,医学院,0,笔试考试,,,0,
Z8100B0068,妇产科学（Ⅰ）,蔡丽萍:陈新萍:陈琦:江如:李昳颖:刘福军:陶利民:涂春华:徐小霞:杨丽兰:尹春华:张乡城:张智,,临床医学（中英双学位合作办学项目）[171-3]班,116,必修,1,医学院,0,笔试考试,,,0,
Z8100B0068,妇产科学（Ⅰ）,丰颖:贺晓菊:刘雯婷:谭布珍:童焰:姚美珍:张玮:赵璐,,临床医学（中英双学位合作办学项目）[174-6]班,124,必修,1,医学院,0,笔试考试,,,0,
Z81Q0B0008,外科学各论,邓小荣:胡小云:江伟凡:金彦召:雷钧:李红浪:梁博:梁辉:刘洪亮:魏益平:吴淼经:虞黎明:余磊涛:袁春雷:张文雄:周建良:周为民:朱仙花:朱正明:宗振,,临床医学（中英双学位合作办学项目）[174-6]班,122,必修,1,医学院,0,笔试考试,,,0,
Z81Q0B0007,内科学,艾教育:蔡芬:陈传辉:胡小亮:康婷:李建蓉:刘建英:卢玮:聂俊刚:潘晓林:齐凌:宋兵:汤佳珍:王缨:吴友平:徐积兄:应国秋:占小江:赵田甜:朱建兵,,临床医学（中英双学位合作办学项目）[171-3]班,116,必修,1,医学院,0,笔试考试,,,0,
Z81Q0B0007,内科学,丁静丽:冯龙:龚韧:胡晨恺:胡金柱:黄琳:黄神安:李静虹:李萍:李自强:罗俊明:王丹丹:王蔚:温志立:吴于青:谢正元:熊亮:熊鸣:熊琴梅:颜春松:杨娇:杨青:杨璐:叶小群:俞建华:曾林祥:章诺贝:张贝:周素贞,,临床医学（中英双学位合作办学项目）[174-6]班,125,必修,1,医学院,0,笔试考试,,,0,
Z711KB0003,毕业论文,,,人力资源管理171班,29,必修,1,公管学院,0,课程设计,,,0,
Z711KB0003,毕业论文,,,人力资源管理172班,30,必修,1,公管学院,0,课程设计,,,0,
720GS009,医学伦理学,晏庆琴,,康复治疗学201班,62,必修,1,马克思主义学院,0,笔试考试,,,0,
420ZX002,医患沟通,徐建明,,康复治疗学201班,40,必修,1,医学院,0,笔试考试,,,0,
425ZP001,康复医学导论,徐华平:赵悦,,康复治疗学201班,40,必修,1,医学院,0,笔试考试,,,0,
210GX001,大学生心理健康指导,,,康复治疗学201班,40,必修,1,公共课排课,0,笔试考试,,,0,
422ZX004,医学写作,,,康复治疗学201班,40,选修,1,医学院,0,笔试考试,,,0,
425ZH001,人体运动学,沈鹏:帅浪:游煌俊:张军,,康复治疗学201班,41,选修,1,医学院,0,笔试考试,,,0,
425ZH002,功能解剖学,方晨:刘军仕:沈鹏:帅浪:万佳佳:王珺,,康复治疗学201班,41,选修,1,医学院,0,笔试考试,,,0,
425ZH003,人体发育学,陈晓:欧阳成峰:全莉娟:吴俭:武志红:应德霞,,康复治疗学201班,40,选修,1,医学院,0,笔试考试,,,0,
421ZP020,医学生理学（2）,徐宏,,康复治疗学201班,40,必修,1,医学院,0,笔试考试,,,0,
J523KA2013,形式基础(2),管丽芳,,视觉传达（广告设计）191班,28,必修,1,艺术学院,0,笔试考试,,,0,
Z523KB0102,编排设计,管丽芳,,视觉传达（广告设计）191班,28,必修,1,艺术学院,0,笔试考试,,,0,
Z520KX0014,广告创意,涂欢,,视觉传达（广告设计）191班,29,选修,1,艺术学院,0,笔试考试,,,0,
Z5520B0012,热力学统计物理,何济洲,,物理学181班,31,必修,1,理学院,0,笔试考试,,,0,
Z5520B0014,固体物理(Ⅰ),王立:王启胜,,物理学181班,38,必修,1,理学院,0,笔试考试,,,0,
Z5520X0007,激光原理与技术,傅继武,,物理学181班,8,选修,1,理学院,0,笔试考试,,,0,
720GS006,形势与政策（2）,汪萌,,设计学类[201-6]班,157,必修,1,马克思主义学院,0,课程论文（报告）,,,0,
104GT002,军事理论,胡会燕,,设计学类[205-8]班,102,必修,1,公共课排课,0,笔试考试,,,0,
104GT002,军事理论,裴重义,,设计学类[201-4]班,104,必修,1,公共课排课,0,笔试考试,,,0,
500GL001,大学语文,高罕钰,,设计学类[201-2]班,53,必修,1,人文学院,0,笔试考试,,,0,
500GL001,大学语文,管华,,设计学类[205-6]班,53,必修,1,人文学院,0,笔试考试,,,0,
500GL001,大学语文,宗千会,,设计学类[203-4]班,51,必修,1,人文学院,0,笔试考试,,,0,
500GL001,大学语文,管华,,设计学类[207-8]班,49,必修,1,人文学院,0,笔试考试,,,0,
520ZP10D,形式基础,齐瑞文:万莉:朱琦,,设计学类208班,23,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP10D,形式基础,梅云清,,设计学类201班,27,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP10D,形式基础,金伟,,设计学类205班,31,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP10D,形式基础,章晓岗,,设计学类202班,26,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP10D,形式基础,倪倩,,设计学类203班,30,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP10D,形式基础,李姝瑶,,设计学类207班,26,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP10D,形式基础,郑皓华,,设计学类206班,26,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP10D,形式基础,邱亚科,,设计学类204班,29,必修,1,艺术学院,0,其他,,该课程不对外开放，本课程为线上线下混合教学课程，每周8课时，1-5节为线下课程，6-8节为线上教学课程。,0,
610GJ001,大学计算机,陈炼,,设计学类[205-8]班,102,必修,1,信工学院,0,笔试考试,,,0,
610GJ001,大学计算机,魏少峰,,设计学类[201-4]班,104,必修,1,信工学院,0,笔试考试,,,0,
520ZP08D,创意基础,齐瑞文,,设计学类208班,23,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP08D,创意基础,尹洪,,设计学类201班,27,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP08D,创意基础,卢杰,,设计学类205班,31,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP08D,创意基础,廖恬,,设计学类202班,26,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP08D,创意基础,陈进文,,设计学类203班,30,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP08D,创意基础,金昕,,设计学类207班,26,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP08D,创意基础,郑皓华,,设计学类206班,26,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP08D,创意基础,周立新,,设计学类204班,29,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP09D,创意艺术表现,汤翔燕:朱琦,,设计学类208班,23,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP09D,创意艺术表现,尹洪,,设计学类201班,27,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP09D,创意艺术表现,卢杰,,设计学类205班,31,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP09D,创意艺术表现,廖恬,,设计学类202班,26,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP09D,创意艺术表现,陈进文,,设计学类203班,30,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP09D,创意艺术表现,吴国荣,,设计学类207班,26,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP09D,创意艺术表现,胡红忠,,设计学类206班,26,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP09D,创意艺术表现,周立新,,设计学类204班,29,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
Z524KB2002,交通工具设计(2)：一般机动车设计,康信辉,,工业设计191班,21,必修,1,艺术学院,0,笔试考试,,,0,
J524KA1017,视觉传达设计初步,孟永刚,,工业设计191班,20,必修,1,艺术学院,0,笔试考试,,,0,
J524KA1110,计算机辅助三维设计,林玉泉,,工业设计191班,20,必修,1,艺术学院,0,笔试考试,,,0,
Z524KX0067,汽车装饰设计,崔晓敏,,工业设计191班,20,选修,1,艺术学院,0,笔试考试,,,0,
Z524KX0028,计算机绘图,林玉泉,,工业设计191班,20,选修,1,艺术学院,0,笔试考试,,,0,
Z524KX2112,模型制作（2）,徐秋莹,,工业设计191班,21,选修,1,艺术学院,0,笔试考试,,,0,
Z525KB0005,毕业实习,,,绘画（综合材料造型）172班,23,必修,1,艺术学院,0,笔试考试,,,0,
Z502SB0006,档案保护技术实验,聂云霞,,档案学[181-2]班,35,必修,1,人文学院,0,课程论文（报告）,,,0,
Z5020B0022,档案计算机管理,李迎华,,档案学[181-2]班,35,必修,1,人文学院,0,笔试考试,,,0,
Z5020X0033,档案用户与服务,黄玉婧:聂云霞,,档案学[181-2]班,35,选修,1,人文学院,0,笔试考试,,,0,
Z5020B0027,档案保护技术学,聂云霞,,档案学[181-2]班,35,必修,1,人文学院,0,笔试考试,,,0,
Z5020B0021,管理信息系统,黄玉婧:聂云霞,,档案学[181-2]班,35,必修,1,人文学院,0,笔试考试,,,0,
Z5020X0040,专门档案管理,罗宝勇,,档案学[181-2]班,35,选修,1,人文学院,0,笔试考试,,,0,
Z5020X0012,公共关系学,肖文华,,档案学181班,17,选修,1,人文学院,0,笔试考试,,,0,
Z5020X0012,公共关系学,肖文华,,档案学182班,18,选修,1,人文学院,0,笔试考试,,,0,
Z5020X0013,秘书学,刘振宇,,档案学[181-2]班,37,选修,1,人文学院,0,笔试考试,,,0,
Z5020B0019,科技档案管理学,罗宝勇,,档案学[181-2]班,35,必修,1,人文学院,0,笔试考试,,,0,
720GS006,形势与政策（2）,黄金城:陆超:吴映霖:严济,,"临床医学（卓越眼科）201班,临床医学（卓越临床）[201-2]班,临床医学（创新实验班）201班",95,必修,1,马克思主义学院,0,课程论文（报告）,,,0,
421ZP116,早期接触临床PBL（1）,,,临床医学（卓越临床）202班,15,必修,1,医学院,0,其他,,,0,
421ZP116,早期接触临床PBL（1）,,,临床医学（卓越临床）201班,15,必修,1,医学院,0,其他,,,0,
420ZP007,临床医学导论,蔡婧:丁剑午:龚丹:胡家丽:刘建辉:刘鹊凌:毛野:汪华:吴建兵:熊乐:易烽明:易汉杰:曾雷:曾治民,,临床医学（卓越临床）202班,15,必修,1,医学院,0,笔试考试,,,0,
420ZP007,临床医学导论,李敏:徐建明,,"临床医学（卓越眼科）201班,临床医学（卓越临床）201班,临床医学（创新实验班）201班",83,必修,1,医学院,0,笔试考试,,,0,
210GX001,大学生心理健康指导,,,临床医学（卓越临床）202班,15,必修,1,公共课排课,0,笔试考试,,,0,
210GX001,大学生心理健康指导,,,临床医学（卓越临床）201班,15,必修,1,公共课排课,0,笔试考试,,,0,
421ZP105,人体分子与细胞基础（下）,潘泽政,,"临床医学（卓越眼科）201班,临床医学（卓越临床）[201-2]班,临床医学（创新实验班）201班",95,必修,1,医学院,0,笔试考试,,,0,
421ZX006,断层解剖学,刘曾旭,,临床医学（卓越临床）202班,14,选修,1,医学院,0,笔试考试,,,0,
421ZX006,断层解剖学,刘曾旭,,临床医学（卓越临床）201班,15,选修,1,医学院,0,笔试考试,,,0,
780GL025,有机化学（3）,郭瑛,,"临床医学（卓越眼科）201班,临床医学（卓越临床）[201-2]班",46,必修,1,化学学院,0,笔试考试,,,0,
421ZP104,基础医学导论,曾慧红,,临床医学（卓越临床）202班,15,必修,1,医学院,0,笔试考试,,,0,
421ZP104,基础医学导论,曾慧红,,临床医学（卓越临床）201班,15,必修,1,医学院,0,笔试考试,,,0,
Z523KB0005,毕业设计,,,服装与服饰设计171班,24,必修,1,艺术学院,0,笔试考试,,,0,
T7210P4006,形势与政策（4）,石宗耀:吴映霖:严济,,康复治疗学191班,36,必修,1,马克思主义学院,0,笔试考试,,,0,
Z8100B0212,运动疗法技术学（Ⅰ）,陈希文:付明君:李俊:梁颖:刘帆:沈鹏:万佳佳:武琼:应德霞:游煌俊:张军,,康复治疗学191班,36,必修,1,医学院,0,笔试考试,,,0,
Z8100B0214,中国传统康复治疗学,李墨逸:卢文辉,,康复治疗学191班,36,必修,1,医学院,0,笔试考试,,,0,
J8100Y0212,神经科学概论,费尔康:潘秉兴:徐洪:张文华,,康复治疗学191班,36,必修,1,医学院,0,笔试考试,,,0,
Z81A0X0208,临床营养学,张中伟,,康复治疗学191班,26,选修,1,医学院,0,笔试考试,,,0,
Z8100B0213,理疗学（Ⅰ）,廖志英:刘停停:徐华平:杨志刚:易清萍,,康复治疗学191班,36,必修,1,医学院,0,笔试考试,,,0,
Z8100B0215,作业治疗学,胡迪群:刘哲:全莉娟:孙伟铭:应德霞:朱聪,,康复治疗学191班,36,必修,1,医学院,0,笔试考试,,,0,
T7210P4006,形势与政策（4）,郭峰,,"工程管理[191-2]班,水利水电工程[191-2]班,给排水科学与工程191班",139,必修,1,马克思主义学院,0,笔试考试,,,0,
Z6030B0301,水分析化学,弓晓峰:王毛兰,,给排水科学与工程191班,43,必修,1,环化学院,0,笔试考试,,,0,
J6160G0002,电工电子学（Ⅱ）,郑朝丹,,"生物工程[181-2]班,新能源材料与器件191班,给排水科学与工程191班",131,必修,1,信工学院,0,笔试考试,,,0,
Z6030B0028,给水排水管网系统,李鹏程,,给排水科学与工程191班,39,必修,1,建筑工程学院,0,笔试考试,,,0,
J7610N0009,物理化学（Ⅲ）,方修忠:徐香兰,,给排水科学与工程191班,36,必修,1,化学学院,0,笔试考试,,,0,
J6030G0101,工程水文学Ⅱ,何中政:贾卓:熊斌:闫峰,,给排水科学与工程191班,35,必修,1,建筑工程学院,0,笔试考试,,,0,
Z6020B2202,水力学(Ⅰ)（下）,魏群:徐富刚,,给排水科学与工程191班,37,必修,1,建筑工程学院,0,笔试考试,,,0,
J6030G0016,混凝土结构设计原理（Ⅲ）,杨志刚,,给排水科学与工程191班,38,必修,1,建筑工程学院,0,笔试考试,,,0,
Z7710B4001,系统工程,黎继子,,管理科学[191-2]班,44,必修,1,管理学院,0,笔试考试,,该课程不对外专业开放,0,
T7210P0002,马克思主义基本原理,杨汇智,,"信息管理与信息系统[191-2]班,管理科学[191-2]班",92,必修,1,马克思主义学院,0,笔试考试,,,0,
J7710S4001,社会学,肖丽群,,管理科学[191-2]班,44,必修,1,管理学院,0,笔试考试,,该课程不对外专业开放,0,
Z7710B4003,计量分析方法与建模,余伟,,管理科学[191-2]班,45,必修,1,管理学院,0,笔试考试,,该课程不对外专业开放,0,
Z7710B4002,管理信息系统,谢江林,,管理科学[191-2]班,44,必修,1,管理学院,0,笔试考试,,该课程不对外专业开放,0,
J7710S4004,决策理论与方法,喻登科,,管理科学[191-2]班,46,必修,1,管理学院,0,笔试考试,,该课程不对外专业开放,0,
J7710S4002,统计学,祝琴,,管理科学[191-2]班,44,必修,1,管理学院,0,笔试考试,,该课程不对外专业开放,0,
J7710S4003,运筹学,刘静华,,管理科学[191-2]班,44,必修,1,管理学院,0,笔试考试,,该课程不对外专业开放,0,
720GS006,形势与政策（2）,张楠熙,,"俄语201班,日语[201-2]班,德语201班,法语201班,西班牙语201班",139,必修,1,马克思主义学院,0,课程论文（报告）,,,0,
501ZP109,现代汉语概论,孙洪忠,,西班牙语201班,25,必修,1,人文学院,0,笔试考试,,,0,
512ZP404,基础西班牙语视听,张一弛,,西班牙语201班,25,必修,1,外语学院,0,笔试考试,,该课程不对外专业开放,0,
512ZP405,西班牙语会话（1）,Adolfo,,西班牙语201班,24,必修,1,外语学院,0,口试考试,,该课程不对外专业开放,0,
720GS001,思想道德修养与法律基础,吴健勇,,"俄语201班,公共关系学[201-2]班,法语201班,西班牙语201班,生态学201班",146,必修,1,马克思主义学院,0,笔试考试,,,0,
512ZP403,基础西班牙语（2）,罗会扬,,西班牙语201班,25,必修,1,外语学院,0,笔试考试,,该课程不对外专业开放,0,
610GJ001,大学计算机,洪春勇,,"俄语201班,日语[201-2]班,德语201班,法语201班,西班牙语201班",138,必修,1,信工学院,0,笔试考试,,,0,
Z8500B1003,旅游创业讲座（Ⅰ）,陈志军:王文辉,,旅游管理（旅游规划）191班,34,必修,1,旅游学院,0,笔试考试,,,0,
Z8500B2002,旅游管理实务讲座（Ⅱ）,陈志军:王文辉,,旅游管理（旅游规划）191班,34,必修,1,旅游学院,0,课程设计,,,0,
Z8500B0006,职业礼仪,金茨萍,,旅游管理（饭店管理）192班,13,必修,1,旅游学院,0,笔试考试,,,0,
Z8500X0012,旅行社管理,黄光文,,旅游管理（旅游规划）191班,35,选修,1,旅游学院,0,笔试考试,,,0,
Z8500X0008,旅游英语,金茨萍,,旅游管理（旅游规划）191班,34,选修,1,旅游学院,0,笔试考试,,,0,
Z8500B0003,旅游市场营销学,陈友华,,"旅游管理（饭店管理）192班,会展经济与管理191班,旅游管理（旅游规划）191班",111,必修,1,旅游学院,0,笔试考试,,,0,
Z8500B0002,旅游目的地管理,陈洪玮:侯丹丹:黄细嘉,,"旅游管理（饭店管理）192班,会展经济与管理191班,旅游管理（旅游规划）191班",73,必修,1,旅游学院,0,笔试考试,,,0,
J8500S0009,旅游统计与研究方法,纪小美,,旅游管理（旅游规划）191班,36,必修,1,旅游学院,0,笔试考试,,,0,
J8500S0010,旅游消费者行为,王佳,,旅游管理（旅游规划）191班,34,必修,1,旅游学院,0,笔试考试,,,0,
Z8500X0005,旅游资源管理,陈志军:王文辉,,旅游管理（旅游规划）191班,34,选修,1,旅游学院,0,笔试考试,,,0,
104GT002,军事理论,杨福林,,绘画[201-4]班,101,必修,1,公共课排课,0,笔试考试,,,0,
520ZP02M,中国美术史,石力,,绘画[201-4]班,102,必修,1,艺术学院,0,其他,,,0,
520ZP03M,外国美术史,底欧雷,,绘画[201-4]班,101,必修,1,艺术学院,0,其他,,,0,
720GS001,思想道德修养与法律基础,邓素瑶,,"绘画[201-4]班,设计学类[207-8]班",150,必修,1,马克思主义学院,0,笔试考试,,,0,
520ZP07M,专业色彩,周曙华,,绘画202班,25,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP07M,专业色彩,胡亚希,,绘画203班,25,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP07M,专业色彩,熊玲林,,绘画204班,25,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP07M,专业色彩,黄春根,,绘画201班,26,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP06M,专业素描,底欧雷,,绘画202班,25,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP06M,专业素描,邱乐,,绘画203班,25,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP06M,专业素描,周曙华,,绘画204班,25,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP06M,专业素描,黄春根,,绘画201班,26,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP10D,形式基础,胡丽婷,,绘画[201-2]班,51,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
520ZP10D,形式基础,张千山,,绘画[203-4]班,50,必修,1,艺术学院,0,其他,,该课程不对外开放,0,
610GJ001,大学计算机,喻国平,,绘画[201-4]班,101,必修,1,信工学院,0,笔试考试,,,0,
Z5440X0208,服务营销,刘容,,工商管理（营销管理）181班,29,选修,1,经管学院,0,笔试考试,,,0,
Z5440X0207,渠道管理,邹海荣,,工商管理（营销管理）181班,27,选修,1,经管学院,0,笔试考试,,,0,
Z5440B0116,公共关系,帅宁,,工商管理（营销管理）181班,28,必修,1,经管学院,0,笔试考试,,,0,
Z5470X0008,证券投资学,刘蓓,,"工商管理（创业管理）181班,工商管理（营销管理）181班",56,选修,1,经管学院,0,笔试考试,,,0,
Z5440X0203,品牌管理,陈运娟,,工商管理（营销管理）181班,20,选修,1,经管学院,0,笔试考试,,,0,
Z522KB0008,毕业论文,,,舞蹈学（表演教育）171班,48,必修,1,艺术学院,0,笔试考试,,,0,
J81A0Y0063,早期接触临床PBL（Ⅱ）,,,临床医学（卓越眼科实验班）191班,15,必修,1,医学院,0,笔试考试,,,0,
J81A0Y0082,消化系统,宋恩霖:周莹,,临床医学（卓越眼科实验班）191班,15,必修,1,医学院,0,笔试考试,,,0,
J81A0Y0058,泌尿系统,吕诚:曾慧红:朱俊,,"临床医学（卓越班）[191-2]班,临床医学（卓越眼科实验班）191班",45,必修,1,医学院,0,笔试考试,,,0,
J81A0Y0035,分子生物学,黄春洪,,临床医学（卓越眼科实验班）191班,15,必修,1,医学院,0,笔试考试,,,0,
J81A0Y0064,早期接触临床PBL（Ⅲ）,,,临床医学（卓越眼科实验班）191班,15,必修,1,医学院,0,笔试考试,,,0,
J81A0Y0060,生殖系统,曾慧红,,临床医学（卓越眼科实验班）191班,15,必修,1,医学院,0,笔试考试,,,0,
SF2012002,毕业论文,,,英语（双学位）192班,38,必修,1,双学位辅修管理学院,0,笔试考试,,,0,
SF2012002,毕业论文,,,英语（双学位）191班,28,必修,1,双学位辅修管理学院,0,笔试考试,,,0,
Z7910B0014,食品工厂设计与环境保护,李俶:刘军平:刘伟:彭红,,"食品科学与工程（发酵工程方向）182班,食品科学与工程（食品工程方向）181班",85,必修,1,食品学院,0,笔试考试,,,0,
Z7910X0021,食品工程自动控制与仪表,李星:徐远明,,食品科学与工程（食品工程方向）181班,42,选修,1,食品学院,0,笔试考试,,,0,
Z7920X0035,食品生物技术,陈红兵:李欣,,"食品科学与工程（食品科学方向）183班,食品科学与工程（食品工程方向）181班",85,选修,1,食品学院,0,笔试考试,,,0,
Z7910X0023,食品包装学,李俶:李昌:孙永,,食品科学与工程（食品工程方向）181班,43,选修,1,食品学院,0,笔试考试,,,0,
Z7920X0033,食品添加剂,刘欢:温辉梁:赵燕,,食品质量与安全[181-2]班,51,选修,1,食品学院,0,笔试考试,,,0,
Z7910X0053,食品企业经营管理,陈智平,,食品科学与工程（食品工程方向）181班,42,选修,1,食品学院,0,笔试考试,,,0,
Z5250X4001,剧本精读,李江月,,表演191班,31,选修,1,艺术学院,0,笔试考试,,,0,
J525KA4002,文学片段改编技巧（2）,张征宇,,表演191班,31,必修,1,艺术学院,0,笔试考试,,,0,
J525KA4001,文学片段改编技巧（1）,张征宇,,表演191班,31,必修,1,艺术学院,0,笔试考试,,,0,
Z5260X0110,中外戏剧史,邹水萍,,表演191班,31,选修,1,艺术学院,0,笔试考试,,,0,
720GS006,形势与政策（2）,王丽坤:左烨,,护理学[201-2]班,78,必修,1,马克思主义学院,0,课程论文（报告）,,,0,
210GX001,大学生心理健康指导,,,护理学201班,39,必修,1,公共课排课,0,笔试考试,,,0,
210GX001,大学生心理健康指导,,,护理学202班,39,必修,1,公共课排课,0,笔试考试,,,0,
720GS002,中国近现代史纲要,韩伟:雷结斌,,"药学202班,护理学[201-2]班",39,必修,1,马克思主义学院,0,笔试考试,,,0,
720GS002,中国近现代史纲要,,,护理学202班,39,必修,1,马克思主义学院,0,笔试考试,,,0,
421ZX006,断层解剖学,罗谢添,,护理学202班,3,选修,1,医学院,0,笔试考试,,,0,
424ZX001,人际交流与护理,毕瑞雪:曹京燕:卢忠萍:易智华,,护理学[201-2]班,79,选修,1,医学院,0,笔试考试,,,0,
424ZX005,护理职业素养与职业规划,李玲艳,,护理学[201-2]班,79,选修,1,医学院,0,其他,,,0,
421ZP021,医学微生物学与医院感染,宋矿余,,护理学201班,40,必修,1,医学院,0,笔试考试,,,0,
421ZP021,医学微生物学与医院感染,宋矿余,,护理学202班,39,必修,1,医学院,0,笔试考试,,,0,
421ZP019,人体解剖学（2）,聂菁:万斌:杨宝林,,护理学201班,39,必修,1,医学院,0,笔试考试,,,0,
421ZP019,人体解剖学（2）,华萍:刘曾旭:马建敏,,护理学202班,40,必修,1,医学院,0,笔试考试,,,0,
421ZP020,医学生理学（2）,徐宏,,护理学201班,40,必修,1,医学院,0,笔试考试,,,0,
421ZP020,医学生理学（2）,徐宏,,护理学202班,39,必修,1,医学院,0,笔试考试,,,0,
T5130F4001,学术英语,,,"土木工程（道路桥梁方向）卓越计划191班,土木工程（地下工程方向）191班",0,必修,1,大学英语,0,笔试考试,,19??,0,
J6030G0018,房屋建筑学,习小俊,,土木工程（道路桥梁方向）卓越计划191班,49,必修,1,建筑工程学院,0,笔试考试,,,0,
J6040G2011,结构力学（Ⅰ）下,张爱萍,,"土木工程（道路桥梁方向）卓越计划191班,土木工程（地下工程方向）191班",61,必修,1,建筑工程学院,0,笔试考试,,,0,
Z6030B0108,工程地质(Ⅱ),曾祥太,,土木工程（道路桥梁方向）卓越计划191班,42,必修,1,建筑工程学院,0,笔试考试,,,0,
Z6030B0010,流体力学Ⅱ,顾平,,土木工程（道路桥梁方向）卓越计划191班,42,必修,1,建筑工程学院,0,笔试考试,,,0,
Z7910B0014,食品工厂设计与环境保护,邓丹雯:刘成梅:刘军平:彭红,,食品科学与工程（卓越工程师）181班,20,必修,1,食品学院,0,笔试考试,,,0,
Z7910X0020,食品产品开发,陈军:刘伟:邹立强,,食品科学与工程（卓越工程师）181班,20,选修,1,食品学院,0,笔试考试,,,0,
Z7910X0021,食品工程自动控制与仪表,李星:徐远明,,食品科学与工程（卓越工程师）181班,20,选修,1,食品学院,0,笔试考试,,,0,
Z7910X0039,食品物流学,陈智平,,食品科学与工程（卓越工程师）181班,20,选修,1,食品学院,0,笔试考试,,,0,
Z7920X0035,食品生物技术,孟轩夷:万翠香,,食品科学与工程（卓越工程师）181班,20,选修,1,食品学院,0,笔试考试,,,0,
